Timestamp,Category,Symbol,Company,CMP,Open,High,Low,Previous Close,Close,Volume,1 Day Change %,Top Headline,Recent News,Final Remarks
2026-08-26 11:47:52,,ABINFRA,,0.0,0.0,0.0,0.0,12.94,0.0,0,0.0,,[],AI remarks unavailable.
2026-08-26 11:47:52,,AKSHOPTFBR,,0.0,0.0,0.0,0.0,7.87,0.0,0,0.0,,[],AI remarks unavailable.
2026-08-26 11:47:52,,AMANTA,,0.0,0.0,0.0,0.0,205.17,0.0,0,0.0,Amanta Healthcare - Unique Picks: 10 stocks held by a single MF scheme in July; rally up to 125% in 6 months - The Economic Times,"['Amanta Healthcare - Unique Picks: 10 stocks held by a single MF scheme in July; rally up to 125% in 6 months - The Economic Times', 'Amanta Healthcare Share Price Target 2027 to 2030: Analyst Outloo - Univest', 'Amanta Healthcare schedules 31st AGM for September 16, 2026 - scanx.trade', 'Amanta Healthcare के नतीजे: PAT में 42% की उछाल, कर्ज़ में आई भारी कमी - Whalesbook', 'Amanta Healthcare: ਸ਼ੇਅਰ ਹੋਇਆ ਮਜ਼ਬੂਤ! FY26 ਵਿੱਚ **42%** ਵਧਿਆ ਮੁਨਾਫਾ, ਕਰਜ਼ਾ ਵੀ ਘਟਾਇਆ - Whalesbook']",AI remarks unavailable.
2026-08-26 11:47:52,,AQYLON,,0.0,0.0,0.0,0.0,26.52,0.0,0,0.0,Price to sales forward of Aqylon Nexus Limited – NSE:AQYLON - TradingView,"['Price to sales forward of Aqylon Nexus Limited – NSE:AQYLON - TradingView', 'Aqylon Nexus Standalone June 2026 Net Sales at Rs 8.47 crore, up 24294.81% Y-o-Y - Moneycontrol.com']",AI remarks unavailable.
2026-08-26 11:47:52,,ARIES,,0.0,0.0,0.0,0.0,446.75,0.0,0,0.0,"Aries Horoscope Today, August 26, 2026: Financial activities will gain momentum, profit percentage will remain high - India Today","['Aries Horoscope Today, August 26, 2026: Financial activities will gain momentum, profit percentage will remain high - India Today', 'Aries Horoscope Today, August 26, 2026: Significant advancements in work routines observed today; home li - The Times of India', 'Aries ♈ September 2026 Horoscope, Monthly Predictions: Major Career Moves, Financial Progress & Relationsh - The Economic Times', 'Horoscope Today, August 25, 2026: Aries Gets Career Momentum, Taurus Finds Opportunity, Gemini Faces Finan - The Economic Times', 'Horoscope Today, August 24, 2026: Aries Sees Luck, Taurus Gets Financial Clarity, Gemini Finds Career Grow - The Economic Times']",AI remarks unavailable.
2026-08-26 11:47:52,,BAFNAPH,,0.0,0.0,0.0,0.0,254.55,0.0,0,0.0,,[],AI remarks unavailable.
2026-08-26 11:47:52,,CTE,,0.0,0.0,0.0,0.0,52.0,0.0,0,0.0,Alarming results from a new CTE study on former NFL players - Yahoo Sports,"['Alarming results from a new CTE study on former NFL players - Yahoo Sports', 'Study reveals shockingly high percentage of NFL players contracted CTE - AL.com', 'Study: At least 25% of NFL players in sample had CTE - espn.in', 'At least one in four former NFL players in study suffered from degenerative brain disease CTE - The Guardian', ""How bad is the NFL's CTE problem? A new study just answered that and it's grim - The Times of India""]",AI remarks unavailable.
2026-08-26 11:47:52,,DHUNINV,,0.0,0.0,0.0,0.0,967.9,0.0,0,0.0,,[],AI remarks unavailable.
2026-08-26 11:47:52,,DTIL,,0.0,0.0,0.0,0.0,152.69,0.0,0,0.0,DTIL Q2 2026 Earnings: Wider-than-Expected Loss Pressures Shares - Guidance vs Actual - dars.gov.et,"['DTIL Q2 2026 Earnings: Wider-than-Expected Loss Pressures Shares - Guidance vs Actual - dars.gov.et', 'DTIL Q2 2026 Earnings: Wider-than-Expected Loss Pressures Shares - Fiscal Year Earnings - dars.gov.et', 'Precision BioSciences (DTIL) draws 1.1M-share Weinstein stake - Stock Titan', 'Precision (DTIL) Range: Posts a 2.59% Gain to $8.72 at the Close; the Current Price Sits Inside the Supplied Technical Range in the Latest Reading - Liquidity Order Flow - vinanet.vn', 'DTIL Looks 373.3% Overvalued on GF Value™ - GuruFocus']",AI remarks unavailable.
2026-08-26 11:47:52,,ELITECON,,0.0,0.0,0.0,0.0,15.19,0.0,0,0.0,Five Consecutive Losses Push Elitecon International Ltd to a New 52-Week Low - MarketsMojo,"['Five Consecutive Losses Push Elitecon International Ltd to a New 52-Week Low - MarketsMojo', 'Elitecon Names Eight Key Board and Management Leaders - Indian Retailer', 'Elitecon International Ltd Hits Intraday Low Amid Price Pressure - MarketsMojo', 'Elitecon International Strengthens Governance Through Eight Key Board and Senior Management Appointments - Press Trust of India', 'Elitecon International Strengthens Board and Management With Eight Key Appointments - The Hans India']",AI remarks unavailable.
